点赞,评论,分享,收藏,播放,热词
30773,9627,127725,2080,4684685,"同学聚会,发呆,恶心,老公,同意,参加,宕机,家庭,父母,同学,同学会,聚会,拆散,在一起,老婆,拍照,孩子,女人,疑问,这是,玩归,的人,离婚,九转,大肠,幸福,结婚,OK,不好,都是"
23137,1257,1549,5075,3545673,"阿喀琉斯,特洛伊,小王子,还有谁,皮特,赫克托,电影,木马,单挑,布拉德,特洛伊木马,精灵王子,战争,女人,历史,厉害,不死,希腊,半神,勇士,都是,名字,霍元甲,中国,冯小刚,肌肉男,国家,赫克托尔,脚后跟,儿子"
24397,535,8661,1210,1383815,"好可爱,女儿,给我,太可爱了,生个,孩子,可爱死了,刘亦菲,小初,好乖,小女孩,小孩,快生,果冻,好像,闺女,猪头,很可爱,超可爱,电视剧,喜欢,小朋友,想生,妈妈,可爱的,幸福,平板,拿走,人类幼崽,好看"
59032,15129,7197,4477,12855357,"六爷,阿三,中东,高原,白象,印度,导弹,半径,射程,双尾蝎,三哥,巴基斯坦,轰炸机,航程,领空,国家,作战,伊朗,轰6,印度洋,起飞,灵机一动,部署,无人机,距离,西藏,意淫,覆盖,阿富汗,巴铁"
52208,17286,66251,4585,1283893,"OK,千叶,宕机,发呆,日语,九转,大肠,声音,逆天,惊恐,大妹子,这是,疑问,大王,笑死我了,无敌,物业,调皮,日文,不想,名字,春物,什么玩意,ing,宝宝,听到,噢买尬,看过,chiba,学过"
20147,11193,1213,9768,1008066,"爱心,抱抱,感谢,粽子,凋谢,纸飞机,平安果,灵机一动,棒棒糖,调皮,巧克力,戒指,咖啡,惊讶,汤圆,情书,西瓜,烟花,糖葫芦,元宝,love,you,小黄鸭,雪花,圣诞树,气球,快点,饺子,发呆,干杯"
48373,1899,28647,26145,5384355,"专业,汉语言,文科,考公,法学,财会,理科,岗位,学校,文学,院校,金融,张老师,毕业,老师,会计,张雪峰,报考,服务业,感谢,会计专业,壁垒,推荐,灵机一动,考生,师范,思想,政治,快看,能选"
14045,1579,23543,692,1346825,"双胞胎,胖瘦,我家,仙童,南山,东海,孩子,宕机,不像,爸爸,弟弟,腹如,区分,兄弟,发呆,亲子鉴定,哥哥,这是,妈妈,老二,我弟,瘦了,胖子,偏心,姐姐,妹妹,奶奶,吃饭,不信,瘦头陀"
45691,2050,823,1711,1795212,"感谢,老师,爱心,张老师,张桂梅,致敬,好老师,人民,点赞,中国,王校长,全国,校长,国家,学习,学生,王老师,你点赞,一生,榜样,学校,王老,希望,楷模,好人,平安,人民教师,教育,尊敬,孩子"
22443,5259,11953,3353,12761924,"婆婆,慈祥,老太太,老了,感觉,看着,和蔼,好婆婆,奶奶,老太,我儿子,好像,老奶,评论区,儿子,九转,大肠,好相处,儿媳妇,好看,不好惹,特效,样子,是个,宕机,老奶奶,发呆,还算,老太婆,女儿"
26145,1626,1580,1884,2355824,"这是,白象,地雷战,战术,车队,地雷,以色列,战争,武器,漂亮,感谢,排雷,干的漂亮,中国,被炸,精准,好像,干得漂亮,灵机一动,牛逼,效果,游戏,国家,遥控,起爆,厉害,三哥,掐头去尾,打的,画面"
67275,13490,24897,2198,1856557,"真要,令牌,OK,走平台,想要,火舞,皮肤,有没有,好看,海报,走鱼,宕机,闪卡,调皮,安q,随送,无双,我真,我要,包花,宝宝,喜欢,莫名其妙,保底,好好看,好帅,九转,大肠,区收,猪头"
14513,14718,3986,8109,826174,"抱抱,烟花,棒棒糖,赛罗,大英雄,巧克力,爱心,can,dy,你好,儿童医院,戒指,任性,元宝,一鸣惊人,感谢,珊珊来迟,洛哥,返场,女装,抱拳,SuBiNuR,ArKiN,蜜蜂狗,我可以,粽子,雪花,拿起,Ak,卿宇"
20449,930,4689,4873,6328073,"下单,汉堡,一分钱,好吃,可以吗,华莱士,在哪里,爱心,不知道,店里,划算,真的吗,地方,不错,点开,回来,找到,是真的,分享,拿到,实惠,感谢,付款,调皮,孩子,指定,买到,地址,漂亮,吃了"
21421,1287,260,765,1500180,"感谢,平安,好人,一生,师傅,司机,挖机,点赞,孩子,开车,爱心,命大,好心人,救人,福大,感动,勾机,救人者,的人,谢谢,祝福,抱拳,救星,挖掘机,这是,湖里,祖上,积德,贵人,救出"
15760,785,25221,1592,2601841,"男人,美女,下车,狗狗,狗子,选狗,电影,选择,让座,不选,靠谱,喜欢,女人,狗肉,狗肉火锅,调皮,火锅,得罪,不出意外,挨揍,坐在,有没有,会不会,伤害性,侮辱性,极强,经典,好色,都会,单身狗"
77238,1600,4183,2199,3578347,"英子,那英,拖鞋,亚亚,小孩,歌手,穿着,小品,笑死,感觉,在干嘛,这是,氛围,好可爱,逗小孩,拖孩,香缇,笑死我了,娜姐,开心,中国,出来了,叶赫那拉,希亚,谭维维,袁娅维,真好,黄宣,确实,干嘛"
98805,4815,31616,5154,1849276,"南充,OK,le,宕机,妹子,大妹子,九转,大肠,覆面,喜欢,刷到,抽象,老师,好喜欢,猪头,头巾,适合,诱惑,覆面系,不说话,空位,留给,吉伊,很好看,寂静岭,护士,我想,笑死我了,错标,推啥"
53964,1228,12364,1866,2302121,"张艺凡,好像,感觉,好帅,大田,媳妇,学校,气质,摆臂,不当,国旗护卫队,猪头,有点像,好看,民族,发呆,晨曦,手型,舔狗,同志,眼神,坚定,好怀念,看了,宕机,好乖,蜜蜂狗,山东,刷到,太帅了吧"
37243,3391,56684,4468,7022269,"上班,打瞌睡,狗子,狗狗,样子,敬业,睡觉,困成,守店,坚守岗位,瞌睡,困了,同事,笑声,老板,状态,我家,熬夜,像极了,好像,下雨,累成狗,这是,傻狗,睡着了,打盹,笑了,睡着,笑死我了,好可爱"
10733,685,17324,11132,3094297,"头发,米饭,有头发,有根,五花肉,好吃,薄片,发呆,头发丝,吃了,不腻,请问,腥味,能吃,不腥,不见,白灼汁,不知道,要加,猪肉,会不会,灵机一动,蒜泥,蒸熟,白肉,还能吃,全是,感觉,去哪里,下锅"
152048,18356,170463,3734,3079167,"笑死我了,小英,OK,笑死了,人机,疑似,素材,跑步,笑死,好像,九转,大肠,这是,发呆,宕机,世界,跑的,笑死我,是狗,调皮,悲伤,大王,爱吃,香菜,小狗,手机,我服了,不想,用户,下雨天"
50382,3645,72041,1414,2281783,"风筝,小孩,发呆,卧槽,想玩,放人,宕机,刺激,放风筝,吓人,我去,脖子,牛逼,九转,大肠,孩子,臂力,的人,项目,惊恐,我靠,缠住,吹一辈子,感觉,危险,好恐怖,命大,老实,OK,吓死我了"
21470,891,27637,1147,1181544,"石家庄,挣钱,有钱,带我去,OK,要来,调皮,答应我,这是,喜欢,带我,带你去,ktv,体验,去一趟,不错,发达,唱歌,赵美,对口型,紫薇,地方,玩玩,来一趟,KTV,大鹅,圣体,右腿,淤青,能干"
42056,6403,24704,4316,2538177,"好听,调调,陕北,队伍,感觉,喜欢,整齐,唱的,串门子,有图,就来,霞姐,灵机一动,年龄,好好听,乐器,听不懂,手机,真好听,欢快,告诉我,来电铃声,听得,关中人,二强,朴素,豪庭,小曲,东北人,血脉觉醒"
189284,11628,12360,27500,6022083,"好人,平安,一生,爱心,感谢,老板,点赞,好心人,帅哥,姑娘,好心,大哥,你点赞,好老板,善良,支持,惊讶,是个好人,正能量,谢谢,平安果,碰到,大好人,一身,贵人,女孩,真好,祝你,的人,女孩子"
39674,751,5590,1998,1721351,"中森明菜,眼神,拉丝,王濛,OK,感觉,大师兄,明菜,气质,撩头发,巅峰,不帅,我爱黎明,真的帅,眼光,女人,见到,颜值,孩子,名字,断水流,喜欢,如玉,公子,小新,日本,激动,失控,控制,避让"
34017,11331,19938,4354,4344006,"伴娘,戴眼镜,眼镜妹,眼镜,新娘,实力,喜欢,结婚,没有伤害,风头,男人,衣服,好看,表姐,秋雅,我喜欢,新郎,眼睛,女人,摄影师,灵机一动,漂亮,都是,抖音,没办法,身材,确实,主角,加鸡腿,丰满"
23871,1290,2323,5283,5710692,"机器狗,敌人,子弹,感谢,机器人,无人机,会不会,东西,中国,战场,狗头,设计,先进,发展,美国,识别,试试,国家,行走,站起来,科技,机器,担心,弹夹,玩具,厉害,打仗,遥控,估计,作用"
28272,2210,26236,9461,2302597,"女人,男人,知足,感谢,老婆,我老婆,老公,幸福,抱怨,家庭,知足常乐,努力,孩子,的人,不知足,太对了,媳妇,年薪,离婚,前妻,挣钱,在一起,丈夫,辛苦,妻子,唠叨,能干,现实,赚钱,过好"
78922,4235,43740,3082,1361993,"好帅,老公,黄景瑜,我去,卧槽,感觉,帅到,张力,啊啊啊啊,猪头,我老公,我靠,喜欢,好帅啊,谁懂,妈呀,爱了,救命,发呆,太帅了,有点帅,躺平,眼含,热泪,帅死了,男人,懂吗,谈恋爱,电梯,粉丝"
45698,1084,74197,33220,8747466,"孩子,搬砖,学习,读书,报名,老师,教育,学校,感谢,小孩,夏令营,身体,好好学习,大学生,训练,办法,吃苦,我儿子,不好,多少钱,天赋,参加,爱心,的人,OK,都能,不累,这是,点赞,上学"
20254,4029,45629,9143,5550428,"孩子,司机,小孩,家长,感谢,电动车,没事,危险,反着,妈妈,希望,不知道,倒霉,责任,骑车,掉下来,大人,平安,看着,电瓶车,开车,我儿子,带孩子,坐车,喜欢,粗心,下车,还好,揪心,安全意识"
73069,31575,260825,2939,4701270,"你老婆,OK,蜜雪冰城,解压,蜜雪,找到,前男友,艾特,男朋友,分手,宕机,打扫,奶茶,清洁剂,链接,老鼠,逆天,女朋友,出来了,老实,屋子,九转,大肠,喷剂,看着,收拾,剧情,蟑螂,做的,医院"
51423,17218,680,2229,883032,"好人,平安,一生,爱心,感谢,点赞,帅哥,平安果,司机,咖啡,一路平安,你点赞,好心人,好心,小伙子,抱拳,善良,的人,好司机,学习,师傅,祝你,幸福,抱抱,小伙,一身,正能量,做好事,值得,一路顺风"
12111,323,8090,11850,1557479,"蛋饺,好吃,做的,看着,蛋包,试试,蛋液,鸡蛋,不错,腐竹,感觉,喜欢,煎蛋,妈妈,吃了,我家,萝卜丝,油多,油放多,学到了,加点,太少,东西,做起,做过,上海,丈母娘,年夜饭,都会,吃到"
118727,919,10791,10014,2236019,"有活力,感觉,姐姐,宝宝,活人,喜欢,链接,尸体,活力,生命力,舞蹈,老师,猪头,女团,看你,裤子,谢谢,看了,好好看,大哥,中国,好喜欢,OK,逆水寒,想学,好美,学跳舞,让我,腰带,跳舞的"
30904,9693,4217,4257,3363792,"感谢,吹气,救活,好人,人工呼吸,游泳,平安,按压,一生,救过来,心肺复苏,救人,溺水,的人,大叔,鼻子,点赞,吸气,救人一命,救回来,胜造七级浮屠,急救,专业,方法,多人,捏住,生命,应该是,好心人,抢救"
30308,2234,1080,1120,1165171,"感谢,领导,爱心,书记,人民,好官,学习,明星,幸福,抱拳,咖啡,年轻有为,治国,有方,追捧,国家,老百姓,父母官,点赞,榜样,感人,领导有方,地球,最厉害,看着,好感动,好兵,感动,你点赞,佩服"
19580,446,1475,8301,2128745,"欺有,天护,人欠,佛说,梧桐树,凤凰,种好,感谢,善良,东西,可遇,强求,得不到,期待,不期而至,美女,报应,好人,的人,人生,生命中,通透,吃苦,人上人,人才,良心,更多,文案,笨笨,老天"
58553,3644,4792,3032,2289622,"厉害,动作,牛逼,太厉害了,的人,感觉,漂亮,太牛了,做不了,厉害厉害,名字,力量,街舞,点赞,不知道,这是,抖音,卧槽,付出,确实,身体,关键,真棒,不到,好厉害,佩服,发呆,全网,厉害了,我儿子"
60526,14805,126158,1951,3004988,"奥利给,笑死我了,妈妈,医生,笑死了,低下,老八,小孩,孩子,八打,进去了,骄傲,找个,打的,口罩,好玩,掌声,好好笑,救命,发呆,扎住,的视频,评说,儿子,父母,大喊,好笑,程度,网友评论,认成"
14490,1623,6856,4048,9295712,"孩子,感谢,成绩,我儿子,我家,高考,考试,心态,分数,父母,大学,家长,中考,高中,最重要,学习,都是,学霸,学渣,考了,压力,想不开,人生,我女儿,读书,努力,数学,考上,不好,行行出状元"
197935,3904,40947,10224,1715440,"喜欢,老公,好帅,调皮,初中,OK,宝宝,不处,感觉,好爽,爱心,我去,爱了,帅哥,这是,我喜欢,勾引,长得,看帅哥,不到,名字,弟弟,类型,有感觉,好像,烟头烫,屁股,男朋友,猪头,给你"
80500,4295,89438,20699,4853244,"拒绝,女色,做起,喜欢,山东,让开,不白看,爱看,河南,先看,灵机一动,姿色,振兴中华,美色,美女,广西,你点赞,党和人民,湖南,漂亮,男人,山西,河北,女人,广东,好看,承认,这是,老公,我老公"
34179,1114,48276,765,1943531,"潘晓婷,奥子,奥奥,减肥,碰球,致敬,笑死我了,小奥,比赛,不行,哪有,超子,马路,机会,篓子,赢了,节目,男人,乐死我了,遗憾,台球,奥沙利文,OK,心态,真有,说白了,可惜,白球,中袋,奥扎"
14658,329,4798,13339,2006615,"好看,链接,猫眼,找不到,款式,穿戴甲,好漂亮,爱了,太美了,粉色,反光,形状,短甲,穿戴,太漂亮了,感谢,换工作,真好看,爱心,莫名,zcyyzyjx,Gik,CC,小屁,有空,找我"
45239,7852,13279,2045,2591287,"文化,专业,艺术,文化课,改革,艺考,过线,艺术生,学校,大学,的人,成绩,孩子,只能,校考,国家,专业课,综合,不好,本科,排名,本科线,努力,美术,大专,艺考生,人才,学艺术,天赋,老师"
18223,5554,49717,470,1070138,"旺仔,旺旺,饼干,宕机,九转,大肠,工程,旺旺仙贝,仙贝,OK,发呆,笑死我了,模板,最硬,旺旺饼干,木屑,食品,豆腐渣,笑死了,惊恐,没想到,雪饼,暗中观察,旺仔俱乐部,直播间,旺旺雪饼,这是,豆腐渣工程,建筑材料,饿了"
26987,1108,1643,2835,9345239,"涂山,相柳,小夭,喜欢,阿念,孩子,防风,伤害,女主,男人,小妖,看了,讨厌,这是,男主,吐血了,剧情,在一起,懦弱,优柔寡断,不知道,担当,不喜欢,yin,评论区,老太婆,选择,意映,感觉,善良"
62613,9349,41416,7374,1554385,"有序,宕机,红绿灯,井然有序,出车祸,遵守,bug,运行,但凡有,交通规则,秩序,混乱,代码,这是,丝滑,OK,看似,实则,交警,发呆,阎王,程序员,九转,大肠,整齐,德芙,多余,杂乱,看着,暗中观察"
87557,2364,81490,8610,2262495,"拒绝,做起,振兴中华,女色,好看,婚纱,贵州,美色,云南,广东,漂亮,抖音,发呆,喜欢,王大雷,重庆,陕西,青海,大越,身材,不白看,给你,江西,广西,山西人,九转,大肠,陕西人,作起,山西"
33986,3278,28886,18829,1604502,"大专,学校,抖音,升本,复读,专升本,学习,高中,父母,建议,害怕,专业,宿舍,不好,哭了,担心,血汗钱,自考,毕业,不想,随波逐流,感谢,摆烂,坚定,努力,真实,完了,打工,明白,朋友"
52133,864,4276,27666,4650828,"女儿,爱心,女人,妈妈,欺负,抱抱,是你,都是,母亲,看不下去,剧情,讨厌,不认,有钱,的人,有钱人,好人,一生,电视剧,调皮,看了,男人,忘记了,女孩,法治社会,太多,人心,生气,不知道,的母亲"
17708,429,22904,6321,6191713,"吃晚饭,放屁,西瓜,晚饭,不吃,睡觉,吃点,可以吗,走路,不可能,睡会,猪猪,就知道,轻断食,两顿,营养,保证,不错,女人,都会,反弹,运动,不运动,肠胃,出现问题,吃饭,要少,胖过,sou,shou"
13659,400,6615,1841,1260792,"身材,漂亮,颜值,喜欢,我愿意,和亲,我愿,完美,运动员,中俄友谊,有点像,发呆,纹身,好漂亮,好美,名字,兄弟们,琳娜,大长腿,比赛,中国,美颜,娘们,俞飞鸿,牺牲,好看,掉了,吴艳妮,帕费,连科"
52093,1409,21453,16299,4045849,"爱心,感谢,太对了,老师,老先生,道理,你说,老人家,老人,现实,说的真好,点赞,惊讶,定律,大实话,经典,实话,儿女,都是,放屁,你点赞,说得对,太好了,麻雀,女儿,乌鸦,退休金,儿子,孙女,在理"
94179,580,12891,1279,5980004,"超子,奥奥,打台球,牛排,打的,小团团,赢了,输了,对手,视频,奥沙利文,吃顿,老实,台球,厉害,音乐,有球,职业,六边形,战士,感觉,心态,这是,塞尔比,燃起来了,惜败,这不,奥子,发呆,网吧"
22942,1320,911,1731,1076783,"剧情,砂金,喜欢,支线,致黯淡星,诺康,米哈伊尔,流萤,感觉,树海,卡卡,瓦夏,归于,时间,拒绝,想象,崩铁,签字,追赶,三度,黯淡,震撼,暗淡,九转,大肠,黄泉,宕机,同行,封神,献给"
183106,7,6733,21745,9336316,"感谢,英雄们,一路走好,英雄,致敬"
17636,1702,21667,5522,1064968,"男人,喜欢,女人,不喜欢,浪漫,抱抱,女生,心里话,给你,下车,男生,太对了,爱心,不需要,你说,伸手,东西,不爱,爱你,谈恋爱,爱情,努力,想要,都会,不一样,道理,灵机一动,不想,无心,做的"
40926,10021,34873,2180,2724963,"蜘蛛,宕机,大妹子,是真的,特效,发呆,我能,跳到,玩意,OK,九转,大肠,玩意儿,疑问,这是,试试,远点,东西,裂开,寻思,好消息,坏消息,山西,第一眼,小蜘蛛,逼真,喜欢,广西,是假的,咬人"
29027,1924,9377,3202,16490559,"钓鱼,快跑,上岸,石头,不让,点赞,条鱼,天王老子,钓到,抢鱼,犯法,我以为,钓鱼人,虎口夺食,锚鱼,这是,鱼竿,抓住,见者有份,还能,拿回去,一人,违法,别怕,上了,不好,渔业,钓友,精神,不懂就问"
35883,1272,27908,787,3872741,"天津,有事,好帅,天津欢乐谷,我去,欢乐谷,去一趟,九转,大肠,老公,出发,有点像,Ivan,donda,amazing,喜欢,安排,比划,干嘛,买票,艾万,帮我,宝宝,老天爷,龚俊,北京欢乐谷,那有,真帅啊,姐妹,啊啊啊啊"
25916,6831,10097,1136,992605,"客人,青蛙,江西,关门,厨房,钓鱼,小青蛙,鱼儿,感谢,烧油,起锅,小鱼,蛙泳,来了,有鱼,山东,抓鱼,招待,养鱼,串门,河南,把门,不错,这是,年年有余,吃鱼,蛤蟆,房间,年年有鱼,发呆"
28416,3949,4501,4731,2272121,"双胞胎,感谢,龙凤胎,女人,胞胎,肚子,爱心,漂亮,母子,平安,最美,的母亲,美女,辛苦了,女儿,恭喜,三胞胎,孕妇,四胞胎,母爱伟大,好看,双包,快了,好美,真美,恭喜恭喜,注意身体,公主,儿子,龙凤呈祥"
19431,1083,21823,2671,5341966,"吓死人,吓人,吓死,走夜路,广东,美女,办法,吓不死你,浙江,估计,女孩子,面膜,出来了,色狼,笑了,色胆,吓尿了,看了,吓死了,泡妞,怕鬼,老子,肚子,请问,调戏,爱心,笑死了,江苏,感谢,色心"
29945,2606,5698,7120,750580,"好看,适合,好好看,感觉,衣服,宕机,裙子,私设,想到,白光莹,好美,价格,法老,宠妃,陈都灵,天欢,喜欢,想买,第一眼,艾薇,OK,oc,有点像,在哪买,好喜欢,好漂亮,逞强,落泪,想起,海之歌"
49383,921,160653,30390,4657161,"感谢,爱心,谢谢,老师,提醒,谢谢你,分享,刷到,妈妈,转发给,正能量,帅哥,酱油,东西,平安果,好人,一生,平安,猪头,主播,抱拳,不能吃,点赞,老板,臭豆腐,麻辣烫,火腿肠,无骨鸡爪,好了,不吃"
27001,638,3838,11438,7675248,"藏奸,子弹,警察,的人,看热闹,拍电影,电影,跑了,拿枪,现实,中国,武装押运,希望,电视剧,点赞,不错,干的漂亮,公安,歹徒,手枪,还击,抢银行,来了,真实,监控,钥匙,银行,钞员,路口,这是"
49655,4464,3273,25964,3284744,"鲤鱼,抱抱,爱心,生活,逞强,落泪,哭了,眼含,热泪,更新,看了,抱拳,苦涩,看你,感觉,不更新,很喜欢,是你,我想你了,纸飞机,烟花,的视频,我儿子,看过,感谢,的人,不到,不知道,记住,保持微笑"
56710,3109,5824,4251,1074741,"守夜,伊塔,好可爱,愚人金,OK,笑死我了,守夜人,联合,宕机,宝宝,看了,好萌,九转,大肠,奥迪双钻,莫名其妙,音效,我以为,三遍,好笑,发现,稿子,飞过去,老子,擦刀,镐子,感觉,飞出去,笑点,调香"
38690,473,3188,10088,4225476,"老人,感谢,爱心,老了,起不来,儿女,扶她,老人家,护工,美女,好人,欺负老人,好可怜,不好,年龄,人人都有,这是,可怜人,大了,样子,老阿姨,是个,孝顺,不好过,孩子,這樣,一生,平安,年龄大了,保姆"
23139,2082,31374,4136,5170373,"笑死我了,哦吼,眼泪,人才,肚子,出来了,笑死人,笑死人了,肚子疼,哦豁,笑死了,厨师,视频,老板,笑得,抖音,太搞笑了,搞笑,师傅,笑死,爱心,看一遍,呕吼,口水,看了,声控灯,好笑,偿命,不笑,笑了"
49076,22394,4424,1868,5029258,"北斗,高德,导航,GPS,国家,中国,美国,老百姓,红绿灯,赚钱,货车,许家,恒大,司机,免费,厉害,提醒,车道,关系,大货车,进账,牛逼,gps,多少钱,车辆,卫星,数据,贡献,挣钱,能不能"
25891,5331,32782,1794,1310486,"江山,娃娃,男朋友,宝宝,想要,给我打,也有,打下,给你,羡慕,房间,给我,打江山,我要,安排,姐夫,猪头,抓娃娃,喜欢,也可以,抱抱,调皮,发呆,老公,啥时候,艾特,害怕,睡觉,勾引,好喜欢"
74807,5251,39167,2659,1214456,"男生,结婚,OK,蚊帐,生孩子,人妻,九转,大肠,刷到,学校,宕机,感觉,宿舍,调皮,发呆,男的,结婚了,备孕,要生,版本,婚纱,后续,新郎,有感觉,一鸣,氛围感,头纱,好看,善变,幸福"
26864,3503,515,808,930995,"科学家,中国,保护,国家,致敬,感谢,明星,月球,不容易,骄傲,名字,恩施,登月,人才,最美,人民,中国人,国宝,点赞,辛苦了,憔悴,付出,祖国,国之栋,湖北,科研人员,科技,宝贝,了不起,登上"
165173,7102,28447,22148,2859055,"lost,罗生门,谁懂,断线,薄荷水,emo,泡沫,幸福,含金量,说唱,Lost,寂寞先生,眼睛,说谎,逞强,落泪,孤独症,晚风,冷战,喜欢,感觉,心中的,罗言,高中,满舒克,枕头,宕机,听到,爱上了,一个人"
196588,33838,54339,20948,9830593,"评论区,小女孩,斑马线,减速,OK,全责,看评论区,小孩,责任,电动车,评论,看评论,开头,笑死我了,开车,摩托车,宕机,没事,视频,路口,行人,女孩,还好,闯红灯,骑车,暂停了,电瓶车,鬼探头,不知道,撞了"
23008,1667,3062,3084,6348798,"大神,通道,看我,特效师,作品,过了,我能,OK,主页,玩了,我过,通关,视频,不玩,作者,很简单,有手就行,我通关了,通关了,菜鸟,生性,多疑,太简单了,不发,抖音,我试,不信,菜鸟通,还好,方式"
41014,460,5632,7483,1844933,"告别,眼镜,好好生活,照顾,有链接,好好工作,分手,好好吃饭,一句话,说出,发型,祝你幸福,喜欢,有吗,链接,眼镜链,衣服,一个人,分开,句号,躺平,前途似锦,幸福,哭了,拒绝,这是,刷到,了我,九转,大肠"
39132,16567,80578,4079,9620926,"评论区,一个人,地方,公园,走了,感觉,男人,跟着,吓人,回家,看评论区,害怕,看着,发现,跟着我,男的,就在,朋友,出门,看了,还好,小心,跑到,女孩子,青纱帐,回去,走到,我去,跟踪,人少"
21294,1324,3640,742,850228,"OK,嫩羊,免费,上影,小胡子,有没有,帮忙,上超,安q,禁止,影三,上超影,超影,影二,个影,天康,暗部,懦夫卡,ios,村里人,白面,青水,骨架,普通人,配置,死迪,植物人,起手,安卓,启动"
43931,2921,2597,2047,1997905,"法新社,站姐,中国,好看,拍的,相机,爱看,动机,质疑,照片,开业,拍点,列强,太帅了,滤镜,暗中观察,摄影师,中国站,黑粉,好帅,自己拍,原图,感谢,中国人,子弟兵,有安全感,漂亮,竟是,霸气,拍照"
15887,1792,13750,4331,406916,"谢谢,快删了,老师,修复,穿上,OK,顺火暖,会了,卡了,快删,快去,不行,体验,劳斯,宝宝,美死了,屏蔽,学会了,好好看,大翅膀,太好看了,好看,官方,不行了,逆子,删了吧,kis,返图,逞强,落泪"
10604,2387,9206,6485,2006575,"志愿,专业,调剂,学校,服从,平行,分数,超市,退档,录取,滑档,只能,张雪峰,东西,孩子,山东,提档,高考,形象,化学,河北,填志愿,选择,冷门,不存在,的人,高分,最低,机会,浙江"
34146,1259,3322,2470,4477996,"司机,交警,保镖,宝马,羡慕,环保,狗粮,豪车,小朋友,最靓的仔,无证驾驶,百公里,狗狗,接送,都是,头盔,狗子,不香,驾驶证,的人,全国,奔驰,家长,会不会,奔驰宝马,罚款,世界,骨头,中国,坏人"
45740,2548,749,1588,3335696,"感谢,外卖小哥,不容易,差评,好人,平安,外卖,为难,希望,一生,注意安全,生活不易,的人,孩子,辛苦了,争分夺秒,孩子们,投诉,辛苦,点外卖,太不容易,在路上,客人,爱心,为了生活,看着,危险的,我儿子,点赞,不易"
50332,7029,23528,1993,872193,"柜子,喜欢,睡觉,感觉,我家,我小时候,姥姥,躺着,懂了,孩子,被子,很喜欢,干过,小孩,炕柜,衣柜,躺过,好像,农村,乐意,OK,熟悉,柜里,逞强,落泪,做梦,真实,木头,记得,第一张图"
56827,5813,15520,1146,873172,"笑死我了,OK,宕机,老师,九转,大肠,大妹子,cn,笑死了,to,超绝,ai,AI,列表,我服了,古董商,现关,致歉,笑得,咋了,刷到,回来,牛仔裤,爸爸,批发,我笑死,大王,小猫,求求,老子"
13425,1271,3081,408,1816438,"张家界,韩语,湖南,韩国人,长沙,韩国,张艺兴,方言,听懂,文旅,感觉,旅游,骄傲,听得懂,喜欢,宣传大使,宣传,推荐,家乡,灵机一动,口音,在韩国,一股,推广大使,演唱会,这是,艺兴,韩国话,地方,都是"
50360,7361,85520,11498,8091034,"浪费,剧情,电影,看过,黑丝,可惜了,老师,演习,打死,片名,不一样,暴殄天物,浪费啊,车牌,名字,九转,大肠,这是,好看,车牌号,劫匪,小日子,让我,杀了,不好看,可惜,住手,的人,好像,发呆"
98163,3998,47655,2828,1585093,"红温,火影,打吃鸡,OK,打王者,吃鸡,道理,也可以,好可爱,熬夜,皮肤,主播,带我,王者,lxy,躺平,宝宝,宕机,真的吗,学会了,打游戏,心怡,脸红,火影忍者,没毛病,熏鱼,发呆,抱抱,更快,学到了"
64345,1618,8684,6270,850799,"吃饭,陡门,平常,抱抱,小童,幸福,好幸福,厨子,心软软,的人,在一起,大哥,做饭,回家,哭了,家人,爱意,稀疏,宝贝,二哥,感觉,顿饭,一家人,节目,做的,顶好,具象化,情绪价值,兄弟,群像"
26227,5752,108339,7744,6895149,"裤子,质量,真好,大姐,厉害,东西,高手,表演,在哪买,阿姨,走路,抓住,这是,衣服,不错,人才,真厉害,佩服,超市,脾气,买的,链接,老板,魔术,做的,商家,质量好,牛人,问问,大姨"
14620,29385,34270,671,1727615,"前女友,喜欢,名字,前男友,是吧,是吗,对吧,宕机,是你,爱吃,缩写,这是,叫你,调皮,OK,生日,微信,对吗,是因为,暗中观察,对象,给你,是不是叫,女朋友,发呆,不想,男朋友,九转,大肠,名叫"
28665,543,2282,14528,3016346,"感谢,双胞胎,好看,爱心,剧情,短剧,精彩,小孩子,衣服,孩子,不错,好聪明,片名,短视频,女的,质量,挺高,巧克力,你好,在哪,烦恼,讨厌的人,在一起,传说之下,音乐好评,帅啊,不像,太像,不靠谱,爱看"
316385,3164,103942,31862,3236385,"你老婆,喜欢,OK,爱看,暴雪,抖音,发呆,用户,九转,大肠,宝宝,给你,不白看,刷到,好看,老婆,大王,你们老婆,拒绝,猪头,早睡,不吃,给我,调皮,咒骂,这是,one,hhh,屁股,平安"
49739,895,3997,1329,4621801,"小日本,生吃,韦世豪,小日子,国足,日本,实力,输给,不详,日本人,陈佳鹏,抗日,霸气,热血沸腾,牛逼,感觉,一指,好像,激动,推背感,先辈,职业生涯,中国,中国人,buff,说实话,血脉觉醒,速度,加成,看得"
135705,32821,97584,6811,5205756,"女朋友,OK,宝宝,告诉你,异地恋,你说,有男朋友,女生,男生,男朋友,评论区,异地,谈恋爱,分手,消息,好可爱,对象,开心,生气,早知道,宕机,同事,不回,担心,哭了,感觉,公司,九转,大肠,的人"
