播主昵称,达人详情链接,抖音号,视频标题,发布时间,视频时长,热词,视频详情链接,视频链接,PC1,PC2
伸向自由，不要困住自己,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65313076&tab=&ts=1719989024&sign=a59090097ddaf31d373111edd4e81343,87037737249,@姜彤zzZ 说的就是你,2024/7/1 13:53:54,15秒,"娃娃,不回,已读不回,哭了,OK,消息,不回消息,粪球,发呆,父母,对不起,就是这样,九转,大肠,莫名其妙,健胃消食片,已读,调皮,教程,伤心了,蜗牛,信息,玩偶,宝宝,笑死我了,说的就是,纯友谊,洗澡,这不,伤感",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386541542179081535&dateCode=20240701&ts=1719989024&sign=79c4057133b35b2ea5d9fca3b8a62a97,https://www.douyin.com/share/video/7386541542179081535/?mid=,-2143117.9344924176,-15470.307023216048
GM&挂面🐶,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65760620&tab=&ts=1719989024&sign=a795f080371c962c52d00120ccbfaee4,MJX19901225,#不养狗不知道养狗的乐趣 #萌宠出道计划 #哈喽啊小金毛 #最乖小金毛 #萌宠vlog,2024/6/30 23:33:55,12秒,"两口,好可爱,偷吃,鸡毛,干活,小狗,发呆,宝宝,修勾,吃饭,还在吃,猪头,干饭人,扫地,金毛,白吃,还得,扒拉,抹布,OK,承担,机器,是吧,扫帚,好用,吃了,狗粮,感觉,干净,小金毛",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386319902002498835&dateCode=20240630&ts=1719989024&sign=27519a163f82e3245608ced1f81502f8,https://www.douyin.com/share/video/7386319902002498835/?mid=,228884.97868403816,-65470.70023220035
阿为,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45095304&tab=&ts=1719989024&sign=87914112c3d9d3c2990c713702e1e71e,28878475169,发霉的酒精，酸菜缸里的发芽的白菜不要着急人，有人要！#酒精发霉,2024/6/30 20:52:57,1分5秒,"发霉,酒精,橘子,我家,高铁,九转,大肠,东西,丢了,酸菜,青色,我有,霉菌,不知道,广东,白菜,还能,真菌,发芽,值钱吗,两瓶,买的,实验室,细菌,打开,过期,皮鞋,拍卖,给你,感觉",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386278462316678440&dateCode=20240630&ts=1719989024&sign=710b32f6ad01b6cea6979b885a108892,https://www.douyin.com/share/video/7386278462316678440/?mid=,261605.33661168182,-78674.19482638255
安小溪ᰔᩚ,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=9821452&tab=&ts=1719989024&sign=732621b4594df988a3f15fcc447ef932,S17981006799,算了，我坐飞机走了叫你买杯奶茶都不肯，让你永远都见不到我。#日常逗逼,2024/6/28 18:42:12,6秒,"飞机,感谢,坐飞机,奶茶,牛逼,不到,屁股,凉快,给你,安全带,头等舱,这是,买票,兄弟,快下来,坐在,吉言,走了,发动机,危险,视频,感觉,抖音,位置,火箭,回来,上天了,灵机一动,掉下来,爱心",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385502571726769446&dateCode=20240628&ts=1719989024&sign=e2028f670e3aa336762ce9c6b1e06283,https://www.douyin.com/share/video/7385502571726769446/?mid=,-1915685.5332626447,-55634.983444485864
我叫\小魏,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65689744&tab=&ts=1719989024&sign=b181871dbeacdf58e0df94daa5918d80,wojiaoxiaowe,[我叫\小魏](2024-06-27)发布的视频,2024/6/27 23:19:38,54秒,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385203000794484003&dateCode=20240627&ts=1719989024&sign=15f2b6aa2b955279a5f750438c843bd6,https://www.douyin.com/share/video/7385203000794484003/?mid=,-1587896.465348941,-58712.33812657525
豪华扭蛋机,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=44440701&tab=&ts=1719989024&sign=878c53cd4035804aaf43a081ec16d2f2,15891613,"感觉到东京的压迫感了吗
#东京 #留学  #东京不养闲人  #压迫感",2024/6/26 18:46:55,20秒,"宕机,发呆,OK,日本,地铁,尿了,逆天,抽象,九转,大肠,东京,女生,惊恐,牛逼,疑问,炸裂,大妹子,尿尿,噢买尬,无敌,日本人,女的,我去,太抽象了,电车,小日子,卧槽,不想,无敌了,不养",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384761639981075712&dateCode=20240626&ts=1719989024&sign=b6271ce2cb58db585a21b6b929f0eb16,https://www.douyin.com/share/video/7384761639981075712/?mid=,9681561.192874996,122669.40194181
DJ枫枫《车载U盘》,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64267832&tab=&ts=1719989024&sign=ecb545588b94cd067b1043861de5964a,DJFF919520,来吧享受这首歌曲，它的名字叫做【夜色】如果你也喜欢dj，那就跟着“夜色哥”一起来摇摆吧  #夜色dj #dj枫枫 #车载u盘 #dj打碟 #🔥热门音乐🔥火爆全网,2024/7/2 12:00:00,50秒,"声音,DJ,喜欢,好听,感觉,原唱,夜色,熟悉,声音好听,年轻,首歌,发型,听到,带劲,的人,青春,音乐,酒吧,好像,看着,调调,好怀念,新东泰,有才,土土,笑容,还能,想起,太好听了,独一无二",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386757818134695178&dateCode=20240702&ts=1719989024&sign=503181bc5032d81df6d232d5c9f7e531,https://www.douyin.com/share/video/7386757818134695178/?mid=,3252242.692671753,-34311.87592143102
有料情报室,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45559749&tab=&ts=1719989024&sign=ae8817561939de104b024b5902eef0fb,56022582351,虾这辈子都没想过会被利用得这么彻底#节俭 #做饭 #万万想不到,2024/7/1 23:58:08,54秒,"海鲜,九转,大肠,都比,宕机,全是,感觉,虾贵,虾线,还可以,发呆,煤气,两只,虾头,生活费,浪费,两根,上吊,OK,疑问,暗中观察,还能,红椒,上班,海水,笑死我了,炒饭,有钱,做个,力气",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386697254582619431&dateCode=20240701&ts=1719989024&sign=c69342a811cc685fcec7d3ad78cba6b1,https://www.douyin.com/share/video/7386697254582619431/?mid=,3194660.6148606488,-35675.42953595751
徐家家,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65773511&tab=&ts=1719989024&sign=7c2c65e7c7cba1daa3df75c2a90d6ddf,41918431083,#情感共鸣 #只有经历过的人才会懂,2024/6/30 16:16:16,25秒,"美女,爱心,感谢,抱抱,你说,太对了,说得对,女人,的人,道理,放手,你好,咖啡,回头,男人,同感,坚强,说得好,妹妹,人生,说的真好,珍惜,对了,爱错,一生,孩子,平安果,爱自己,别哭,放下",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386207148646141247&dateCode=20240630&ts=1719989024&sign=ee75c3dc4497f2e940cbfb640634cff3,https://www.douyin.com/share/video/7386207148646141247/?mid=,-3709205.1125613623,-39222.294204913815
辣椒🌶️兔兔,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65013934&tab=&ts=1719989024&sign=42842e525f3075ce6da9337e977e7459,dyye1ij0e0ym,#这狗成精了 #不按套路出牌 #狗子成精了 #成精的萌宠,2024/6/28 17:56:50,14秒,"潘宏,给你,艾特,爱玩,更快,左手,内八,护食,还不够,见闻色,园区,右手,宕机,试试,熟练,换个,声东击西,闪避,哈士,给他,白菜,发呆,老实,狗子,好了,潘子,霸气,贝壳,九转,大肠",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385490910651370788&dateCode=20240628&ts=1719989024&sign=e450420d5762f87352ec14d9e9ec63c7,https://www.douyin.com/share/video/7385490910651370788/?mid=,-1979678.8678400798,-29587.14985803011
云姐在深圳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=17181792&tab=&ts=1719989024&sign=768635092bc25af3b5c605ce40866da0,hb9758yy,谁不希望自己的孩子能读个高中啊，数学没考好，英语又不行，照这看来是没戏了。#日常vlog #记录真实生活 #深圳中考数学 @抖音小助手,2024/6/28 7:47:59,32秒,"孩子,数学,心态,性格,心态好,我儿子,我家,中考,考完,深圳,女孩,高中,真好,没事,大题,不错,回来,成绩,打螺丝,很好,开朗,中考数学,妈妈,感觉,我女儿,广东,都说,好可爱,喜欢,女儿",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385333977290165538&dateCode=20240628&ts=1719989024&sign=df09ab720895f5a12ffa93ebd8626f14,https://www.douyin.com/share/video/7385333977290165538/?mid=,-2934609.2131082597,-34175.809781706885
张大厨和甜小厨,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=56142131&tab=&ts=1719989024&sign=fdeb860e02b20af1e1538c4f6932ac95,25294435261,"今日食谱：麻辣香锅✅
#抖音美食推荐官 #记录真实生活 #麻辣香锅 #糊弄女朋友美食 #张大厨和甜小厨",2024/6/27 18:18:43,1分21秒,"网课,这是,吉祥,男朋友,批阅,大人,有空,老公,宝宝,小人,给你,做饭,给我,看着,宕机,记得,学学,便宜,好吃,我想,调皮,娃娃菜,感觉,猪头,租房,物价,省钱,增进感情,学会,麻辣烫",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385125440173788467&dateCode=20240627&ts=1719989024&sign=c1abf0e15553e75140308e1c54108800,https://www.douyin.com/share/video/7385125440173788467/?mid=,-1360230.7667913293,-40110.49361822881
秀姐的猫狗日记,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65652560&tab=&ts=1719989024&sign=b9f20f5e40d7ebba9c9a024756dd7a29,44519583964,我宣布：狸花猫是最聪明最好看的猫#我的小猫是犟种 #萌到爆炸了💥 #萌宠出道计划 #记录猫咪日常 #秀姐的猫狗日记,2024/6/27 11:01:15,7秒,"狸花猫,好看,我家,喜欢,狸花,聪明,漂亮,品种,好看的,猫咪,聪明的,嫌弃,中华田园猫,宝贝,中国,狸猫,田园猫,好漂亮,中华,抓老鼠,猫界,太子,我喜欢,霸气,梨花猫,喜欢就好,都是,本土,猫猫,小老虎",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385012684464409856&dateCode=20240627&ts=1719989024&sign=49fdbb45770182f450d42cbf1a0a3260,https://www.douyin.com/share/video/7385012684464409856/?mid=,-3728386.6869739196,-38349.35596171837
匹宙plumb,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=6859169&tab=&ts=1719989024&sign=c457ffa679b13a3f1d38f83315ccd15f,5E0F193,#blender #动画制作 #3d动画 #视觉设计 #设计分享,2024/6/26 21:44:21,19秒,"宕机,感觉,电脑,甲方,做的,看着,渲染,发呆,哥们,好牛,脑子,牛逼,高端局,兴趣,动画,耐心,的人,好厉害,我去,期待,学习,不好看,显卡,九转,大肠,东西,小时,这是,软件,动态",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384807353482300710&dateCode=20240626&ts=1719989024&sign=55b50f6ddc25a7bb2221f3e9a1a58a11,https://www.douyin.com/share/video/7384807353482300710/?mid=,-2463265.6445691544,-36646.58924194898
星星,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64090144&tab=&ts=1719989024&sign=80a87d0b1c9a2b5c8d974b17fef742cb,dy15mhj6b0b8,小毛孩，游泳我是认真的 😀,2024/6/26 16:49:48,12秒,"游泳,厉害,孩子,爱心,小孩,小宝贝,宝贝,太厉害了,这是,宝宝,灵活,动作,丝滑,培养,感谢,吓我一跳,真可爱,真棒,天才,妈妈,肚子,人才,姿势,世界冠军,出生,小家伙,点赞,水里,娘胎,历害",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384731443701779752&dateCode=20240626&ts=1719989024&sign=d3359bda63f86cf8e57c011960d442ec,https://www.douyin.com/share/video/7384731443701779752/?mid=,855321.5164983722,-78753.89051680871
CnzH1314,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65759693&tab=&ts=1719989024&sign=818a2acf1a2b3cf84875ebc7bbd0992c,Jinge778899,"全网问问谁家不到十岁儿子的屋里（俩儿子男生宿舍）天天一股子阴雨天臭狗味儿 😂
澡天天洗，牙天天刷、头发不说一天天洗也两三天洗一次，床单一星期一换，地一天一拖，怎弄的这是😂😂😂#你家孩子也这样吗",2024/6/30 22:44:47,14秒,"我儿子,儿子,味道,洗澡,我家,味儿,房间,头发,洗头,臭味,出汗,完澡,感觉,回来,不知道,臭男人,一股,男孩子,小狗,奶香味,孩子,衣服,女儿,洗完,臭臭,我弟,小鸡,都是,不臭,枕头",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386307260827454756&dateCode=20240630&ts=1719989024&sign=58ffa25380586514d14fa3f4eb6568eb,https://www.douyin.com/share/video/7386307260827454756/?mid=,2116663.1538906726,-87428.22921024643
德鲁肖肖,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65727784&tab=&ts=1719989024&sign=5e090ffbf3ea7d582aadbb18aa051b0a,lxlxsl999,他开着邻居家的toyata追着日落#骑行 #精神氮泵 #体育生 #男友力,2024/6/28 20:32:26,8秒,"喜欢,骑自行车,我喜欢,身材,发呆,我要,好帅,肌肉,头像,老天爷,老公,感觉,我老公,朋友,感谢,猪头,让我,帅哥,man,挺装,求求了,世勋,男朋友,拿下,我去,你喜欢的,骑着,最喜欢,调皮,抱抱",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385531004661878026&dateCode=20240628&ts=1719989024&sign=ddb2baf93a8ad677f58748dac8aba6c7,https://www.douyin.com/share/video/7385531004661878026/?mid=,-3779756.8690713197,-32633.21807844418
伐客儿,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=16154072&tab=&ts=1719989024&sign=fca26a8da15da89bc392aa0f098ec4e1,facker001,现在的人戾气很重千万不要和人起冲突#心理学 #社会现状 #观点分享 #常军 #情绪管理 ,2024/6/27 18:00:00,55秒,"焦虑,的人,感谢,幸福,社会,失信,戾气,负债,活着,情绪,国家,都是,生活,保安,工资,太对了,压力,年轻人,你说,希望,对错,工作,这是,经济,中国,不知道,躺平,失业,示弱,人员",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385078474010004770&dateCode=20240627&ts=1719989024&sign=fe54ced0654ed6f776009c8128d43e1b,https://www.douyin.com/share/video/7385078474010004770/?mid=,-2462206.7774683125,65747.84134865923
🎀芒果酸奶冻🎀,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65666037&tab=&ts=1719989024&sign=c99b1eeaef5e495e20ada726793a776c,8988DYH,#杨紫带着小夭杀回来了 #长相思2定档0708 #好剧推荐 #因为一个片段看了整部剧 #一起追剧 🤣张晚意和檀健次名字由来,2024/6/27 5:43:39,36秒,"名字,檀健次,我妈,取名,改名,妈妈,同学,我爸,张晚意,随意,好听,孩子,朋友,健次郎,儿子,户口,给我,同事,出生,女儿,九转,大肠,我的名字,我儿子,姐姐,妹妹,改了,喜欢,有个,宕机",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384930692720872713&dateCode=20240627&ts=1719989024&sign=77781caf04ce431b5caee4332ef3503b,https://www.douyin.com/share/video/7384930692720872713/?mid=,-1964941.4073119478,-49600.31196411392
王老板鹦鹉,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=8561223&tab=&ts=1719989024&sign=bf2889b3763698a194a09b346b3ddd75,wlb6666668888888,这小神经病一天可有节目了！看它玩我能看一天！#鹦鹉鹦鹉萌萌哒逗鹦鹉 #万物可爱计划,2024/6/26 17:37:58,15秒,"鹦鹉,想养,有病,好可爱,宕机,神经,刷到,OK,好像,好喜欢,喜欢,想养一只,有病吧,快乐,感觉,神经病,九转,大肠,开心,想要,傻鸟,精神状态,声音,玩意,给它,唱歌,电池,好好玩,调皮,猪头",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384743846350982439&dateCode=20240626&ts=1719989024&sign=a580bf06985c6c1936192a7b42065485,https://www.douyin.com/share/video/7384743846350982439/?mid=,-59739.284285269416,285709.79961198266
现场版live,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=7294497&tab=&ts=1719989024&sign=6086c8792799d704f7678c681529ee95,192914142,愿世界和平 再无泪水#天赐的声音 #张碧晨 #李承铉 #张碧晨李承铉改编暮色回响 #暮色回响,2024/6/29 21:19:15,22秒,"李承铉,好听,张碧晨,好好听,感觉,唱歌,首歌,普通话,戚薇,唱的,太好听了,标准的,喜欢,发呆,天使,裤子,原唱,不太,哽咽,会有,这是,声音,好像,泪水,世界和平,成就,男人,别害怕,谁懂,还挺好听",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385914139908001043&dateCode=20240629&ts=1719989024&sign=a91b571f23c8e1c268085090948bae79,https://www.douyin.com/share/video/7385914139908001043/?mid=,4378964.317038329,388650.1316488936
东港三美贝壳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64040437&tab=&ts=1719989024&sign=71651e8a8b34e04f495bcceb3db3cc40,donggangsanm32,#笑到肚子疼 #看一遍笑一遍 #实在憋不住就笑出来吧 #原谅我不厚道的笑了 #每日一笑,2024/6/28 17:18:33,31秒,"大哥,外卖小哥,笑了,卧龙凤雏,大爷,小哥,洗脚,卧龙,凤雏,手机,不厚道,骑手,洗澡,笑死我了,不笑,在哪,掉下去,地方,必有,凑热闹,笑死了,不好意思,音乐,吓我一跳,看了,洗个澡,试试,热闹,忍不住,男人",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385481030045568291&dateCode=20240628&ts=1719989024&sign=574b56bcfce9f15b0c129b3a20ef0932,https://www.douyin.com/share/video/7385481030045568291/?mid=,4149695.5468521854,-102292.49780277103
芯芯孕期,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=35692578&tab=&ts=1719989024&sign=815faf5b64a5e73a598a3d32732ac1b9,32944443376,20周胎宝宝的真实样子，让我们都被温柔以待，静待花开。#怀孕 #一个身体两个心跳 #胎宝宝,2024/7/1 10:52:28,8秒,"宝宝,羊水,感谢,产检,绿灯,好神奇,健康宝宝,接接,肚子,侧切,撕裂,孕妈,平安,看过,无灾,感觉,出生,健康,难受,祝福,图片,平平安安,健康快乐,顺生,足月,四维,这是,接好孕,样子,看着",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386494774867479808&dateCode=20240701&ts=1719989024&sign=9955843c1125f0b40cb51f1dcbdd9470,https://www.douyin.com/share/video/7386494774867479808/?mid=,2514337.5869779047,-92404.33003729119
灵犀音乐,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64727943&tab=&ts=1719989024&sign=7e639a598012a6621e4185f91ec7fabb,llyueer,#陶喆#张也 跨界梦幻联动版#小镇姑娘 ，有点上头，再听一遍#热门#高光音乐现场,2024/7/1 8:14:28,36秒,"小镇,小镇姑娘,姑娘,陶喆,公务员,主任,张也,妇联,好听,考上,党建,周杰伦,宕机,书记,感觉,老师,珊瑚海,干部,评论区,很喜欢,捣乱,主席,镇长,笑死我了,体制,女干部,星星,版本,两眼一黑,女知青",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386454052319644962&dateCode=20240701&ts=1719989024&sign=c1f3816712c01538a80cf94f29d9abd5,https://www.douyin.com/share/video/7386454052319644962/?mid=,-2719952.600408292,-26319.381553559375
Gojo💥,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45046983&tab=&ts=1719989024&sign=c58559a8f5496d6b869319521ed52553,387330623,经费爆炸 #动漫里最燃的瞬间 #超然混剪 #动漫剪辑 #鬼灭之刃 #视觉盛宴,2024/7/1 7:32:25,14秒,"岩柱,飞碟社,打斗,动漫,鬼灭,音柱,国漫,感觉,经费,OK,漫画,华丽,游郭篇,天元,爆炸,双截棍,特效,无限城,做的,流星锤,制作,无惨,画面,期待,上弦,灵机一动,炸裂,黑死牟,谱面,水平",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386443033933368603&dateCode=20240701&ts=1719989024&sign=152fa7c1e9788a5a6859b717d3b7a0af,https://www.douyin.com/share/video/7386443033933368603/?mid=,-3727384.5780446418,-36613.59137678526
战犯捌捌柒捌捌,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65467378&tab=&ts=1719989024&sign=98834b23f612bce88b011d00cba61816,88778410823,"也是放松到一定地步了
#火影忍者手游 #细节操作 #极限操作 #神操作 #身法",2024/6/30 12:35:48,59秒,"OK,想到,难受,是人,招笑,逆天,相机,神威,酣畅淋漓,关中,诗人,操作,尾兽玉,双鼬,能赢,我吃,转移,感觉,鸿运当头,神卡,一场,握持,体验卡,人类,照相机,笑死我了,两个人,九转,大肠,想象",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386150343740050688&dateCode=20240630&ts=1719989024&sign=fe8a322a9a44b2b182c3a635ddc60eae,https://www.douyin.com/share/video/7386150343740050688/?mid=,-2887595.274874077,-23792.071568340572
.希西,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65562879&tab=&ts=1719989024&sign=a665de93f7f9a97cc6269e48be9a3332,97666016512,#万物皆有灵性 #每个生命都应该被尊重 #总有些生命是为了治愈你而来  #世间万物皆有轮回,2024/6/30 11:03:03,21秒,"妈妈,小狗,公狗,爸爸,孩子,我家,狗狗,连狗,感觉,感动,大狗,有灵性,离开,感情,一条狗,感谢,这是,应该是,哭了,万物皆,送人,回来,小狗狗,想起,我妈,好像,母爱,回来了,品种,都会",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386126403768569123&dateCode=20240630&ts=1719989024&sign=c5b54039f1e4a2d5b280eff614df5ab6,https://www.douyin.com/share/video/7386126403768569123/?mid=,-77148.34328654477,-49690.10302924708
兴旺达,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=33396008&tab=&ts=1719989024&sign=987ececd05d8cee37e0b1f1a780e8997,695661031,我开始找你了#薛之谦 #巡演 #演出现场视频 #现场版live #气氛,2024/6/30 2:50:54,16秒,"找到,大妹子,薛之谦,别找了,宕机,害怕,演唱会,九转,大肠,北京,我害怕,笑死我了,发呆,声音,疑问,的人,藏好,感觉,找不到,评论区,开头,不去,可别,惊恐,嗓子,笑死了,老实,危险,崩溃,保安大叔",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385999282870045993&dateCode=20240630&ts=1719989024&sign=b06c83d2c556a972617581ad634b25ef,https://www.douyin.com/share/video/7385999282870045993/?mid=,-3114290.6978004114,-36167.868980079365
鲨鲨库,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=60706686&tab=&ts=1719989024&sign=74d1c5013957ee7bdb0397555ebe40d6,piaojianru,#张雪峰 #报考 #张雪峰谈高考志愿填报 #导弹维修专业,2024/6/29 21:51:49,6秒,"导弹,维修,专业,同学,修好,专科,没炸,炸了,长官,发射,学校,维护,人才,捣蛋,保养,九转,大肠,工作,专科生,士官,宕机,笑死我了,大专,本科,应该是,张雪峰,爆炸,就业,表情,修理",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385922541547703588&dateCode=20240629&ts=1719989024&sign=e7672a67ef8264ac6428ce38a9243527,https://www.douyin.com/share/video/7385922541547703588/?mid=,10066290.3870887,-26246.223920817356
只想搞石头的仔仔,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=3365321&tab=&ts=1719989024&sign=2961f14e31d31dfbda9c85424bd29b5a,144817088,"既然回来了，就不许再走了嗷。
#周峻纬 #芒果音乐节 #回家",2024/6/29 18:24:14,9秒,"主任,好久不见,周峻纬,回来了,哭了,燕临,走了,回家,落泪,歌谣,逞强,喜欢,欢迎回家,是因为,院里,一句,眼睛,牧阳,出来了,眼含,热泪,名学,出口,角色,回家了,剩下,阿蒲,排除法,唱歌,感觉",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385869051517603087&dateCode=20240629&ts=1719989024&sign=8e67a4af6c87683c10679e328e932d90,https://www.douyin.com/share/video/7385869051517603087/?mid=,-3811297.2890752205,-26858.660370428952
立花《谷家大姐大》,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20474354&tab=&ts=1719989024&sign=45a2a960deb224210419ebd97db2bc41,918339782,[立花《谷家大姐大》](2024-06-28)发布的视频,2024/6/28 11:40:02,59秒,"爱心,感谢,平安果,好听,抱抱,高粱,歌声,咖啡,谢谢,你点赞,发呆,真好,早上好,漂亮,好漂亮,南泥湾,点赞,老歌,百听不厌,抱拳,精彩,红高粱,丰收,灯笼,老歌好听,好地方,调皮,唱的,时间,大丰收",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385393786135874831&dateCode=20240628&ts=1719989024&sign=50f1f9555ace16fec060ba8eeb69ddb4,https://www.douyin.com/share/video/7385393786135874831/?mid=,-3339669.3949306686,-33306.14854768577
许圆润(新疆版),https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=16332594&tab=&ts=1719989024&sign=2253b8284d3d554d36afa60c3ae57694,99777777rr,我已经是一个合格的新疆巴郎子了！ #精神状态belike #新疆 #新疆方言 #日常分享,2024/6/27 13:31:44,38秒,"mtt,笑死我了,打折,MTT,死给,伊犁,打骨折,勺子,新疆,阿囊,给你,蜜桃臀,朋友,谢谢,笑死了,真说,骂人,耍人,你好,哥们,达西,啥意思,脏话,宕机,手势,OK,九转,大肠,兄弟,抓饭",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385051495995100425&dateCode=20240627&ts=1719989024&sign=ecacd28e4eab182e3ccc8ff0acc68a1c,https://www.douyin.com/share/video/7385051495995100425/?mid=,-1563301.4485632714,14246.946443555995
长海是我弟,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=28499932&tab=&ts=1719989024&sign=4e85239a273c0f1336783f9621a85ef8,1958081152,#街溜子葫芦娃,2024/7/2 19:45:28,,"街溜子,雷达,参加,应邀参加,收到,加密通话,溜达,热闹,中国,头顶,葫芦娃,银川,主打,频道,好消息,坏消息,溜子,南宁,演习,加密,收徒,甲板,咱妈,抽烟,喜欢,我国,三大,我最牛,管不了,希望",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7387003233916521782&dateCode=20240702&ts=1719989024&sign=1648195088b22546ee9a65aea4ba82d3,https://www.douyin.com/share/video/7387003233916521782/?mid=,-2197938.193481574,-52036.0805049667
_爱吃糖*肉兔酱❤️💚（好色🈶品),https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=4640740&tab=&ts=1719989024&sign=d873cc5b674e53f4c823a14026caae2a,ohmnanon_520,...﹉ 这位粉丝半夜起来都要抽自己两巴掌的程度 😂😂😂一句...卡，看把饼子委屈的！！！抱抱...#爱哭的男孩子,2024/7/2 14:11:08,21秒,"好可爱,男人,眼泪,笑死我了,哭了,兴奋剂,宕机,饼子,喜欢,女人,感觉,心疼,泰国,发呆,九转,大肠,兴奋,救命,好委屈,陈炳林,真哭,疑问,妈妈,粉丝,刷到,好快,霍建华,调皮,笑死了,爱看",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386917053820652810&dateCode=20240702&ts=1719989024&sign=6d79b496fef8dc49c2c4a4b5f266206c,https://www.douyin.com/share/video/7386917053820652810/?mid=,-3666520.9145325427,-37587.20921246794
商丘超市货架批发,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65764771&tab=&ts=1719989024&sign=2f945773aa158d2daf8b287bfab49083,I5I36O7862O,[商丘超市货架批发](2024-07-01)发布的视频,2024/7/1 10:06:51,9秒,"感谢,平安,希望,货车,救人,人没事,大货车,司机,哥俩,开车,安全第一,真大,拍视频,的人,活着,保佑,命大,大难不死,看热闹,孩子,必有后福,刹车,客车,饮料,好人,一生,平平安安,人员,心酸,生命",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386483029616708904&dateCode=20240701&ts=1719989024&sign=1812473ffbcb28b5827390392dbb5187,https://www.douyin.com/share/video/7386483029616708904/?mid=,-1478577.6258717158,-62637.46329720779
